NO_SUBSTANCIA;TP_SUBSTANCIA;NU_LMR;CO_MONOGRAFIA;DS_INGREDIENTE_ATIVO;NU_CAS;ST_AUTORIZADO;NO_CULTURA;TIPO_LIMITE;NO_VALOR_REFERENCIA;NO_UNIDADE_MEDIDA;DS_ATO_LEGAL;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;DT_ATUALIZACAO
"ESPIROMESIFENO";"Quimico";0.0200000000;"E26";"ESPIROMESIFENO";"283594901";"SIM";"Rabanete";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.090, DE 03 DE AGOSTO DE 2016";"08/08/2016 00:00:00";;"09/24/2025 00:00:00"
"ESPIROMESIFENO";"Quimico";0.0200000000;"E26";"ESPIROMESIFENO";"283594901";"SIM";"Soja";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.309, DE 24 DE OUTUBRO DE 2007";"10/25/2007 00:00:00";;"09/24/2025 00:00:00"
"ESPIROMESIFENO";"Quimico";15.0000000000;"E26";"ESPIROMESIFENO";"283594901";"SIM";"Espinafre";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 3.575, DE 17 DE DEZEMBRO DE 2019";"12/18/2019 00:00:00";;"09/24/2025 00:00:00"
"ESPIROMESIFENO";"Quimico";15.0000000000;"E26";"ESPIROMESIFENO";"283594901";"SIM";"Estévia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 3.575, DE 17 DE DEZEMBRO DE 2019";"12/18/2019 00:00:00";;"09/24/2025 00:00:00"
"ESPIROMESIFENO";"Quimico";0.7000000000;"E26";"ESPIROMESIFENO";"283594901";"SIM";"Maracujá";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 3.575, DE 17 DE DEZEMBRO DE 2019";"12/18/2019 00:00:00";;"09/24/2025 00:00:00"
"ESPIROMESIFENO";"Quimico";0.1000000000;"E26";"ESPIROMESIFENO";"283594901";"SIM";"Repolho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 3.575, DE 17 DE DEZEMBRO DE 2019";"12/18/2019 00:00:00";;"09/24/2025 00:00:00"
"ESPIROMESIFENO";"Quimico";0.0600000000;"E26";"ESPIROMESIFENO";"283594901";"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.844, DE 24 DE SETEMBRO DE 2020";"09/28/2020 00:00:00";;"09/24/2025 00:00:00"
"ESPIROMESIFENO";"Quimico";0.0600000000;"E26";"ESPIROMESIFENO";"283594901";"SIM";"Feijões";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 341, DE 19 DE DEZEMBRO DE 2024";"12/23/2024 00:00:00";;"09/24/2025 00:00:00"
"ESPIROMESIFENO";"Quimico";0.6000000000;"E26";"ESPIROMESIFENO";"283594901";"SIM";"Mangaba";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 341, DE 19 DE DEZEMBRO DE 2024";"12/23/2024 00:00:00";;"09/24/2025 00:00:00"
"ESPIROMESIFENO";"Quimico";0.6000000000;"E26";"ESPIROMESIFENO";"283594901";"SIM";"Figo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 341, DE 19 DE DEZEMBRO DE 2024";"12/23/2024 00:00:00";;"09/24/2025 00:00:00"
"Acetato de fentina";"Quimico";0.1000000000;"F59.1";"Acetato de fentina";"900958";"NÃO";"Café";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"07/21/2019 00:00:00";"09/24/2025 00:00:00"
"DIAFENTIUROM";"Quimico";0.0700000000;"D41";"DIAFENTIUROM";"80060099";"SIM";"Mandioquinha-salsa / Batata Baroa";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
"ETIPROLE";"Quimico";0.0100000000;"E29";"ETIPROLE";"181587019";"SIM";"Sorgo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 4.442, DE 29 DE OUTUBRO DE 2020";"11/03/2020 00:00:00";;"09/24/2025 00:00:00"
"ETIPROLE";"Quimico";0.1000000000;"E29";"ETIPROLE";"181587019";"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO 5243/ANVISA 2012";"12/13/2012 00:00:00";"10/09/2018 00:00:00";"09/24/2025 00:00:00"
"ETIPROLE";"Quimico";0.0050000000;"E29";"ETIPROLE";"181587019";"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO 3927/ANVISA 2006";"12/06/2006 00:00:00";"11/07/2019 00:00:00";"09/24/2025 00:00:00"
"ETIPROLE";"Quimico";0.1000000000;"E29";"ETIPROLE";"181587019";"SIM";"Café";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.401, DE 02 DE SETEMBRO DE 2016";"09/05/2016 00:00:00";;"09/24/2025 00:00:00"
"ETIPROLE";"Quimico";0.0200000000;"E29";"ETIPROLE";"181587019";"SIM";"Cana-de-açúcar";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.137, DE 6 DE NOVEMBRO DE 2019";"11/08/2019 00:00:00";;"09/24/2025 00:00:00"
"ETIPROLE";"Quimico";0.0800000000;"E29";"ETIPROLE";"181587019";"SIM";"Soja";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.418, DE 3 DE DEZEMBRO DE 2019";"12/09/2019 00:00:00";;"09/24/2025 00:00:00"
"ETIPROLE";"Quimico";0.2000000000;"E29";"ETIPROLE";"181587019";"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.755, DE 09 DE OUTUBRO DE 2018";"10/10/2018 00:00:00";;"09/24/2025 00:00:00"
"ETIPROLE";"Quimico";0.0100000000;"E29";"ETIPROLE";"181587019";"SIM";"Milho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 4.442, DE 29 DE OUTUBRO DE 2020";"11/03/2020 00:00:00";;"09/24/2025 00:00:00"
"ETIPROLE";"Quimico";0.0050000000;"E29";"ETIPROLE";"181587019";"SIM";"Cana-de-açúcar";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO 3927/ANVISA 2006";"12/06/2006 00:00:00";"11/07/2019 00:00:00";"09/24/2025 00:00:00"
"ETIPROLE";"Quimico";0.0100000000;"E29";"ETIPROLE";"181587019";"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.137, DE 6 DE NOVEMBRO DE 2019";"11/08/2019 00:00:00";;"09/24/2025 00:00:00"
"Etoxazol";"Quimico";0.0500000000;"E30";"Etoxazol";"153233911";"SIM";"Tomate";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO Nº 4.209, DE 27 DE DEZEMBRO DE 2006";"12/28/2006 00:00:00";;"09/24/2025 00:00:00"
"Etoxazol";"Quimico";0.3000000000;"E30";"Etoxazol";"153233911";"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO Nº 4.209, DE 27 DE DEZEMBRO DE 2006";"12/28/2006 00:00:00";;"09/24/2025 00:00:00"
"Etoxazol";"Quimico";0.0100000000;"E30";"Etoxazol";"153233911";"SIM";"Café";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 204, DE 27 DE DEZEMBRO DE 2022";"12/28/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.1000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Trigo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.1000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Abobrinha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 4.703, DE 5 DE DEZEMBRO DE 2014";"12/08/2014 00:00:00";"08/27/2017 00:00:00";"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.1000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Alho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 4.703, DE 5 DE DEZEMBRO DE 2014";"12/08/2014 00:00:00";;"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.1000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Banana";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 2.077, DE 11 DE JULHO DE 2007";"07/13/2007 00:00:00";"09/07/2020 00:00:00";"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.1000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Batata-doce";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 4.703, DE 5 DE DEZEMBRO DE 2014";"12/08/2014 00:00:00";;"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.5000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Cacau";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 4.703, DE 5 DE DEZEMBRO DE 2014";"12/08/2014 00:00:00";;"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.1000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Gergelim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 4.703, DE 5 DE DEZEMBRO DE 2014";"12/08/2014 00:00:00";"08/27/2017 00:00:00";"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.1000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Inhame";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 4.703, DE 5 DE DEZEMBRO DE 2014";"12/08/2014 00:00:00";;"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.1000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Triticale";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE N° 3.457, DE 03 DE SETEMBRO DE 2020";"09/08/2020 00:00:00";;"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.5000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Macadâmia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN N° 215, DE 2 DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.3000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Tomate";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 2.753, DE 2 DE OUTUBRO DE 2019";"10/04/2019 00:00:00";;"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.5000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Abacaxi";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 4.703, DE 5 DE DEZEMBRO DE 2014";"12/08/2014 00:00:00";;"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.1000000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Berinjela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 4.703, DE 5 DE DEZEMBRO DE 2014";"12/08/2014 00:00:00";"08/27/2017 00:00:00";"09/24/2025 00:00:00"
"FLUTRIAFOL";"Quimico";0.0500000000;"F36";"FLUTRIAFOL";"76674210";"SIM";"Café";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";8.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Citros";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.836, DE 24 DE SETEMBRO DE 2020";"09/28/2020 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.5000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Grão-de-bico";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.2000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Mamona";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.5000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Pera";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.0700000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Chalota";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";5.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Almeirão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";2.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Amora";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";6.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Maçã";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 282, DE 06 DE MARÇO DE 2024";"03/08/2024 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";6.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Pitaya";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 282, DE 06 DE MARÇO DE 2024";"03/08/2024 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.0100000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Centeio";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 315, DE 4 DE SETEMBRO DE 2024";"09/05/2024 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";6.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Carambola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 341, DE 19 DE DEZEMBRO DE 2024";"12/23/2024 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";1.0000000000;"D36";"DIFENOCONAZOL";;"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"03/07/2024 00:00:00";"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";1.0000000000;"D36";"DIFENOCONAZOL";;"SIM";"Couve-Flor";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";0.5000000000;"D36";"DIFENOCONAZOL";;"SIM";"Maçã";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"11/30/2023 00:00:00";"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";0.2000000000;"D36";"DIFENOCONAZOL";;"SIM";"Maracujá";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 3.750, DE 22 DE SETEMBRO DE 2014";"09/23/2014 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";0.0100000000;"D36";"DIFENOCONAZOL";;"SIM";"Milheto";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 4.439, DE 29 DE OUTUBRO DE 2020";"11/03/2020 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";0.0100000000;"D36";"DIFENOCONAZOL";;"SIM";"Sorgo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 4.439, DE 29 DE OUTUBRO DE 2020";"11/03/2020 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";0.5000000000;"D36";"DIFENOCONAZOL";;"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN 181, DE 02 DE SETEMBRO DE 2022";"09/08/2022 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";3.0000000000;"D36";"DIFENOCONAZOL";;"SIM";"Acelga";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN 181, DE 02 DE SETEMBRO DE 2022";"09/08/2022 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";2.0000000000;"D36";"DIFENOCONAZOL";;"SIM";"Marmelo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";0.1000000000;"D36";"DIFENOCONAZOL";;"SIM";"Noz-pecã";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";0.0400000000;"D36";"DIFENOCONAZOL";;"SIM";"Gergelim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";0.0400000000;"D36";"DIFENOCONAZOL";;"SIM";"Linhaça";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";3.0000000000;"D36";"DIFENOCONAZOL";;"SIM";"Chicória";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN 181, DE 02 DE SETEMBRO DE 2022";"09/08/2022 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";1.5000000000;"D36";"DIFENOCONAZOL";;"SIM";"Coentro";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 266, DE 29 DE NOVEMBRO DE 2023";"12/01/2023 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";0.0100000000;"D36";"DIFENOCONAZOL";;"SIM";"Couve";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 266, DE 29 DE NOVEMBRO DE 2023";"12/01/2023 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";0.6000000000;"D36";"DIFENOCONAZOL";;"SIM";"Goiaba";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 266, DE 29 DE NOVEMBRO DE 2023";"12/01/2023 00:00:00";;"09/24/2025 00:00:00"
"DIFENOCONAZOL";"Quimico";0.1000000000;"D36";"DIFENOCONAZOL";;"SIM";"Amendoim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";1.0000000000;"F53";"FAMOXADONA";"131807573";"SIM";"Tomate";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";10.0000000000;"F53";"FAMOXADONA";"131807573";"SIM";"Acelga";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";0.0100000000;"F53";"FAMOXADONA";"131807573";"SIM";"Alho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";0.0500000000;"F53";"FAMOXADONA";"131807573";"SIM";"Melancia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"01/24/2016 00:00:00";"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";0.1000000000;"F53";"FAMOXADONA";"131807573";"SIM";"Maxixe";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.431, DE 3 DE SETEMBRO DE 2020";"09/08/2020 00:00:00";;"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";0.0100000000;"F53";"FAMOXADONA";"131807573";"SIM";"Cebola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 215, DE 22 DE JANEIRO DE 2016";"01/25/2016 00:00:00";;"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";0.1500000000;"F53";"FAMOXADONA";"131807573";"SIM";"Melancia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 215, DE 22 DE JANEIRO DE 2016";"01/25/2016 00:00:00";;"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";0.1000000000;"F53";"FAMOXADONA";"131807573";"SIM";"Pepino";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.403, DE 24 DE MAIO DE 2019";"05/28/2019 00:00:00";;"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";0.0600000000;"F53";"FAMOXADONA";"131807573";"SIM";"Couve-chinesa";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";0.0600000000;"F53";"FAMOXADONA";"131807573";"SIM";"Couve-de-bruxelas";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";0.0400000000;"F53";"FAMOXADONA";"131807573";"SIM";"Pimentão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"FAMOXADONA";"Quimico";10.0000000000;"F53";"FAMOXADONA";"131807573";"SIM";"Rúcula";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
